id,name,register_date,followed_by,followers_count
18989355,Mike Solana,Wed Jan 14 18:51:30 +0000 2009,"KyleSamani, luffistotle, janehk, wkhosrowshahi1, benlakoff, bridge__harris, panekkkk, robbiepetersen_, lmrankhan, j0hnwang, sjdedic, HoolieG, sjrosenblum, 0xChanglu, alexgedevani, MariaShen, mattyryze, tomhschmidt, 0xbilly",19
1069285955549442054,UMA,Sun Dec 02 17:43:32 +0000 2018,"KyleSamani, Darrenlautf, 0xWenMoon, 0xminion, janehk, panekkkk, j0hnwang, krybharat, Sh_ivam, 0xMaki, HoolieG, Solofunk30, MariaShen, mattyryze, zacxbt, AustinBarack, roybitsir, tomhschmidt, 0xbilly",19
82598830,Remco,Thu Oct 15 11:51:24 +0000 2009,"KyleSamani, luffistotle, janehk, 0xRainandCoffee, wkhosrowshahi1, OuroborosCap8, panekkkk, lmrankhan, notnotstorm, j0hnwang, _weidai, lapgandhi, 0xMaki, gakonst, mattyryze, roybitsir, delitzer, tomhschmidt, kapursanat",19
714534276,Mike McDonald,Tue Jul 24 16:16:23 +0000 2012,"KyleSamani, NTmoney, 0xminion, janehk, Daryllautk, masonnystrom, panekkkk, lmrankhan, j0hnwang, 0xMaki, gakonst, alexgedevani, MariaShen, mattyryze, roybitsir, delitzer, tomhschmidt, kapursanat, 0xbilly",19
1465880802,Lex Sokolin | Generative Ventures,Tue May 28 23:17:34 +0000 2013,"KyleSamani, Darrenlautf, 0xminion, janehk, wkhosrowshahi1, andyisnotandy, panekkkk, Shaughnessy119, tkstanczak, j0hnwang, sjdedic, lapgandhi, Sh_ivam, 0xMaki, MariaShen, mattyryze, zacxbt, tomhschmidt, 0xbilly",19
122235629,Ella Zhang,Fri Mar 12 01:58:20 +0000 2010,"KyleSamani, OmniscientAsian, 0xminion, janehk, rishisthinking, reganbozman, YeouJie, panekkkk, amanda0x, lmrankhan, j0hnwang, sjdedic, jennyqcheng, Sh_ivam, MariaShen, mattyryze, zacxbt, roybitsir, delitzer",19
2319408132,Marguerite,Thu Jan 30 19:22:59 +0000 2014,"KyleSamani, NTmoney, Darrenlautf, 0xminion, janehk, Daryllautk, masonnystrom, benlakoff, panekkkk, j0hnwang, krybharat, 0xChanglu, gakonst, alexgedevani, MariaShen, mattyryze, zacxbt, roybitsir, 0xbilly",19
341874816,Eric/,Mon Jul 25 03:06:56 +0000 2011,"KyleSamani, 0xminion, janehk, reganbozman, YeouJie, panekkkk, Shaughnessy119, geenty, j0hnwang, 0xMaki, alexgedevani, MariaShen, mattyryze, zacxbt, AustinBarack, roybitsir, delitzer, tomhschmidt, kapursanat, 0xbilly",20
7032982,Jamie Burke,Sat Jun 23 13:06:00 +0000 2007,"KyleSamani, Darrenlautf, 0xminion, rishisthinking, masonnystrom, andyisnotandy, benlakoff, panekkkk, robbiepetersen_, lmrankhan, notnotstorm, j0hnwang, sjdedic, alexgedevani, MariaShen, mattyryze, AustinBarack, roybitsir, 0xbilly",19
2631709828,notsofast,Sun Jun 22 15:45:53 +0000 2014,"KyleSamani, OmniscientAsian, Darrenlautf, 0xminion, janehk, 0xRainandCoffee, panekkkk, j0hnwang, krybharat, ncerovac, CryptoSources, 0xMaki, 0xdetweiler, ceterispar1bus, 0xChanglu, alexgedevani, MariaShen, mattyryze, zacxbt",19
34743251,SpaceX,Thu Apr 23 21:53:30 +0000 2009,"KyleSamani, luffistotle, kidponga, sandraaleow, panekkkk, lmrankhan, j0hnwang, op7418, ncerovac, jonathankingvc, HoolieG, sjrosenblum, Solofunk30, pokeapallascat, MariaShen, mattyryze, roybitsir, delitzer, 0xbilly",19
657863,Kevin Rose,Thu Jan 18 00:43:32 +0000 2007,"KyleSamani, reganbozman, masonnystrom, andyisnotandy, benlakoff, caseykcaruso, SimaoCCruz, amanda0x, ncerovac, 0xMaki, HoolieG, alexgedevani, jnwng, MariaShen, mattyryze, zacxbt, roybitsir, gregohr12, 0xbilly",19
238000010,St. Etiënne • TRGC,Fri Jan 14 03:50:10 +0000 2011,"grisacerne, OmniscientAsian, 0xminion, wkhosrowshahi1, YeouJie, benlakoff, BigBrainKasey, SimaoCCruz, Louissongyz, Shaughnessy119, firstc0in, sjdedic, jonathankingvc, lapgandhi, 0xMaki, alexgedevani, mattyryze, zacxbt, roybitsir",19
1313499304926023684,Tally,Tue Oct 06 15:20:33 +0000 2020,"grisacerne, OmniscientAsian, Darrenlautf, 0xminion, janehk, YeouJie, andyisnotandy, pet3rpan_, geenty, lmrankhan, j0hnwang, lapgandhi, Sh_ivam, 0xMaki, alexgedevani, MariaShen, mattyryze, roybitsir, 0xbilly",19
2914515430,Tom Emmer,Wed Dec 10 21:44:52 +0000 2014,"NTmoney, 0xminion, janehk, benlakoff, eclecticcapital, panekkkk, Shaughnessy119, Yedidbotton, notnotstorm, j0hnwang, Sh_ivam, HoolieG, samoyedali, Solofunk30, jnwng, MariaShen, mattyryze, zacxbt, 0xbilly",19
1251330667784232960,Dorothy,Sat Apr 18 02:04:22 +0000 2020,"OmniscientAsian, Darrenlautf, 0xWenMoon, 0xminion, rishisthinking, 0xRainandCoffee, sandraaleow, YeouJie, andyisnotandy, Louissongyz, OuroborosCap8, tkstanczak, jennyqcheng, 0xMaki, samoyedali, 0xChanglu, thetinaverse, mattyryze, kapursanat",19
1611429930272968705,Thanefield Research,Fri Jan 06 18:30:21 +0000 2023,"OmniscientAsian, Darrenlautf, 0xminion, kidponga, sandraaleow, YeouJie, andyisnotandy, Mikey0x_, j0hnwang, krybharat, sjdedic, Sh_ivam, n4motto, alexgedevani, MariaShen, AustinBarack, gregohr12, TaikiMaeda2, GrantStenger",19
6287362,Yeou Jie,Thu May 24 14:21:47 +0000 2007,"OmniscientAsian, Darrenlautf, 0xminion, 0xRainandCoffee, sandraaleow, Louissongyz, OuroborosCap8, Shaughnessy119, tkstanczak, j0hnwang, jennyqcheng, Sh_ivam, 0xMaki, samoyedali, mattyryze, zacxbt, AustinBarack, roybitsir, kapursanat",19
1344233894338588672,DeFi Airdrops 🦇🔊,Wed Dec 30 10:48:37 +0000 2020,"OmniscientAsian, 0xWenMoon, 0xminion, kidponga, janehk, 0xRainandCoffee, sandraaleow, andyisnotandy, j0hnwang, ncerovac, lapgandhi, Sh_ivam, alexgedevani, mattyryze, zacxbt, AustinBarack, gregohr12, TaikiMaeda2, tomhschmidt",19
1303577160234328066,Sushi.com,Wed Sep 09 06:13:42 +0000 2020,"OmniscientAsian, Darrenlautf, 0xminion, kidponga, janehk, andyisnotandy, Louissongyz, geenty, j0hnwang, ncerovac, CryptoSources, Sh_ivam, 0xChanglu, MariaShen, mattyryze, AustinBarack, roybitsir, GrantStenger, 0xbilly",19
1300069028975779841,Ctrl Wallet ✜,Sun Aug 30 13:53:21 +0000 2020,"OmniscientAsian, Darrenlautf, 0xminion, janehk, Daryllautk, BigBrainKasey, OuroborosCap8, robbiepetersen_, j0hnwang, krybharat, ncerovac, 0xMaki, HoolieG, alexgedevani, NaytheForceBwU, mattyryze, AustinBarack, roybitsir, 0xbilly",19
